course,specialization,interests,skills,combined,course_spec,career
m.tech,computer science engineering,"teaching, technology, understand human behaviour, understand human body","python, java, sql","m.tech computer science engineering teaching, technology, understand human behaviour, understand human body python, java, sql",m.tech computer science engineering,software engineer
b.sc,statistics,"research, teaching, entrepreneurship, understand human behaviour","ai, ml, editing, market study, team work","b.sc statistics research, teaching, entrepreneurship, understand human behaviour ai, ml, editing, market study, team work",b.sc statistics,data analyst
ba,hindi education and geography,financial analysis;understand human behaviour;understand human body;data analytics;govt. job,product knowledge;problem solving skills;client management,ba hindi education and geography financial analysis;understand human behaviour;understand human body;data analytics;govt. job product knowledge;problem solving skills;client management,ba hindi education and geography,gis analyst
bca,"software engineering, java programming, web development",technology;trading;web designing;data analytics;govt. job;data scientist,hardware skills;programming language skills;gathering information;artistic/creative skills;editing;designing skills;data visualization skills( power bi/ tableau );c++;python;sql,"bca software engineering, java programming, web development technology;trading;web designing;data analytics;govt. job;data scientist hardware skills;programming language skills;gathering information;artistic/creative skills;editing;designing skills;data visualization skills( power bi/ tableau );c++;python;sql","bca software engineering, java programming, web development",other
ma,kathak dance,teaching;govt. job,artistic/creative skills;teaching,ma kathak dance teaching;govt. job artistic/creative skills;teaching,ma kathak dance,other
b.tech,mechanical engineering,financial analysis;research;teaching;technology;trading;data analytics;data scientist;gardening,programming language skills;analytical skills;communication skills;negotiation skills;mass communication;leadership;risk management skills;data visualization skills( power bi/ tableau );machine learning skills;r;python;sql;good communication skills;teaching,b.tech mechanical engineering financial analysis;research;teaching;technology;trading;data analytics;data scientist;gardening programming language skills;analytical skills;communication skills;negotiation skills;mass communication;leadership;risk management skills;data visualization skills( power bi/ tableau );machine learning skills;r;python;sql;good communication skills;teaching,b.tech mechanical engineering,mechanical engineer
b.tech,electrical and electronics engineering,software job,no,b.tech electrical and electronics engineering software job no,b.tech electrical and electronics engineering,engineer
b.e.,automobile engineering,research,"critical thinking, analytic thinking, work under pressure, leadership, team work, excel, logical skills, interpersonal skills, presentation skills, observation skills, designing skills, subject knowledge","b.e. automobile engineering research critical thinking, analytic thinking, work under pressure, leadership, team work, excel, logical skills, interpersonal skills, presentation skills, observation skills, designing skills, subject knowledge",b.e. automobile engineering,automobile engineer
b.tech,biotechnology,"research,understand human body,biotechnology",molecular biology;structural biology. nucleic acid - protein interactions. data analysis,"b.tech biotechnology research,understand human body,biotechnology molecular biology;structural biology. nucleic acid - protein interactions. data analysis",b.tech biotechnology,biotech researcher
b.tech,civil engineering,construction;construction manegement;urban planning,"proeficiency in software like staad pro, etabs","b.tech civil engineering construction;construction manegement;urban planning proeficiency in software like staad pro, etabs",b.tech civil engineering,civil engineer
b.tech,computer science engineering,"technology,entrepreneurship","programming,leadership skills,presentation skills,team work","b.tech computer science engineering technology,entrepreneurship programming,leadership skills,presentation skills,team work",b.tech computer science engineering,software engineer
b.tech,mechanical engineering,research;technology,data visualization skills( power bi/ tableau );machine learning skills;python;artificial intelligence,b.tech mechanical engineering research;technology data visualization skills( power bi/ tableau );machine learning skills;python;artificial intelligence,b.tech mechanical engineering,mechanical engineer
b.sc,mathematics,"financial analysis, news coverage, social justice, teaching","ai, ml, python, critical thinking, analytic thinking, team work, logical skills, r, problem solving skills, tableau, observation skills, reading","b.sc mathematics financial analysis, news coverage, social justice, teaching ai, ml, python, critical thinking, analytic thinking, team work, logical skills, r, problem solving skills, tableau, observation skills, reading",b.sc mathematics,data analyst
b.sc,biological sciences,financial analysis;data analytics,accounting skills;active listening;critical thinking;business knowledge;analytical skills;finance related skills;people management;communication skills;machine learning skills,b.sc biological sciences financial analysis;data analytics accounting skills;active listening;critical thinking;business knowledge;analytical skills;finance related skills;people management;communication skills;machine learning skills,b.sc biological sciences,other
b.sc,zoology,technology,editing;writing skills;c++;medical knowledge,b.sc zoology technology editing;writing skills;c++;medical knowledge,b.sc zoology,biologist
ballb,criminal justice/ law enforcement administration,litigation & legal service,civil & criminal law,ballb criminal justice/ law enforcement administration litigation & legal service civil & criminal law,ballb criminal justice/ law enforcement administration,lawyer
be,electrical and electronics engineering,data analytics;data scientist;all fields related to data science.,problem solving skills;writing skills;data visualization skills( power bi/ tableau );machine learning skills;presentation skills;python;sql;good communication skills,be electrical and electronics engineering data analytics;data scientist;all fields related to data science. problem solving skills;writing skills;data visualization skills( power bi/ tableau );machine learning skills;presentation skills;python;sql;good communication skills,be electrical and electronics engineering,engineer
be,computer science engineering,technology;web designing;social media marketing,programming language skills;c++;r;python;java,be computer science engineering technology;web designing;social media marketing programming language skills;c++;r;python;java,be computer science engineering,software engineer
b.e,computer science engineering,software developer,"python, java, sql","b.e computer science engineering software developer python, java, sql",b.e computer science engineering,software engineer
be,mechanical engineering,research;teaching;trading;data analytics;govt. job,analytical skills;data visualization skills( power bi/ tableau );machine learning skills;r;python;sql,be mechanical engineering research;teaching;trading;data analytics;govt. job analytical skills;data visualization skills( power bi/ tableau );machine learning skills;r;python;sql,be mechanical engineering,engineer
b.tech,civil engineering,"financial analysis, research, technology, entrepreneurship","active listening, ai, ml, python, critical thinking, analytic thinking, sql, programming, communication skills, leadership, market study, team work, tableau","b.tech civil engineering financial analysis, research, technology, entrepreneurship active listening, ai, ml, python, critical thinking, analytic thinking, sql, programming, communication skills, leadership, market study, team work, tableau",b.tech civil engineering,civil engineer
bba,management,sales/marketing;supply chain analysis;game industry;service,active listening;critical thinking;business knowledge;people management;problem solving skills;risk management skills,bba management sales/marketing;supply chain analysis;game industry;service active listening;critical thinking;business knowledge;people management;problem solving skills;risk management skills,bba management,business analyst
be,mechanical engineering,sports industry,gathering information,be mechanical engineering sports industry gathering information,be mechanical engineering,engineer
m.tech,aeronautical,financial analysis;research;technology;understand human behaviour,people management;communication skills;mass communication;leadership;problem solving skills;risk management skills;client management,m.tech aeronautical financial analysis;research;technology;understand human behaviour people management;communication skills;mass communication;leadership;problem solving skills;risk management skills;client management,m.tech aeronautical,other
b.com,accountancy,"financial analysis, take risk for profits, trading, entrepreneurship, understand human behaviour","accounting skills, gathering informing, business knowledge, people management, communication skills, editing, cost accounting, market study, team work, excel, logical skills, presentation skills, wealth management, problem solving skills, writing, risk managing, reading, sales, subject knowledge","b.com accountancy financial analysis, take risk for profits, trading, entrepreneurship, understand human behaviour accounting skills, gathering informing, business knowledge, people management, communication skills, editing, cost accounting, market study, team work, excel, logical skills, presentation skills, wealth management, problem solving skills, writing, risk managing, reading, sales, subject knowledge",b.com accountancy,accountant
b.tech,electronics and communication engineering,technology;data scientist,programming language skills;machine learning skills;python;sql;aws,b.tech electronics and communication engineering technology;data scientist programming language skills;machine learning skills;python;sql;aws,b.tech electronics and communication engineering,electronics and communication engineer
ba,general studies,trading;supply chain analysis;content writing;market reserach;social media marketing,active listening;business knowledge;communication skills;negotiation skills;product knowledge;writing skills,ba general studies trading;supply chain analysis;content writing;market reserach;social media marketing active listening;business knowledge;communication skills;negotiation skills;product knowledge;writing skills,ba general studies,teacher
be,mechanical engineering,data analytics,programming language skills;gathering information;artistic/creative skills;analytical skills;people management;communication skills;leadership;problem solving skills;risk management skills;sql;java,be mechanical engineering data analytics programming language skills;gathering information;artistic/creative skills;analytical skills;people management;communication skills;leadership;problem solving skills;risk management skills;sql;java,be mechanical engineering,engineer
b.sc,computer science,data scientist,active listening;programming language skills;communication skills;writing skills;data visualization skills( power bi/ tableau );machine learning skills;python;artificial intelligence;sql;medical knowledge,b.sc computer science data scientist active listening;programming language skills;communication skills;writing skills;data visualization skills( power bi/ tableau );machine learning skills;python;artificial intelligence;sql;medical knowledge,b.sc computer science,data analyst
be,computer science engineering,"technology, trading, entrepreneurship","active listening, ai, ml, python, critical thinking, analytic thinking, java, sql, oracle, programming, communication skills, work under pressure, leadership, editing, excel, logical skills, c++, r, linux, problem solving skills, observation skills","be computer science engineering technology, trading, entrepreneurship active listening, ai, ml, python, critical thinking, analytic thinking, java, sql, oracle, programming, communication skills, work under pressure, leadership, editing, excel, logical skills, c++, r, linux, problem solving skills, observation skills",be computer science engineering,software engineer
b.tech,electrical and electronics engineering,technology,power system engineering,b.tech electrical and electronics engineering technology power system engineering,b.tech electrical and electronics engineering,engineer
b.tech,computer science,financial analysis;research;technology;web designing;data analytics;game industry,active listening;programming language skills;critical thinking;gathering information;artistic/creative skills;business knowledge;analytical skills;product knowledge;problem solving skills;risk management skills;designing skills;writing skills;data visualization skills( power bi/ tableau );machine learning skills;c++;r;linux;python;artificial intelligence;sql;java;cloud computing;architecture,b.tech computer science financial analysis;research;technology;web designing;data analytics;game industry active listening;programming language skills;critical thinking;gathering information;artistic/creative skills;business knowledge;analytical skills;product knowledge;problem solving skills;risk management skills;designing skills;writing skills;data visualization skills( power bi/ tableau );machine learning skills;c++;r;linux;python;artificial intelligence;sql;java;cloud computing;architecture,b.tech computer science,software engineer
bachelor of journalism,mass communication,news coverage;technology;content writing;govt. job;game industry;digital marketing;social media marketing,active listening;communication skills;negotiation skills;mass communication;leadership;editing;writing skills;social media marketing;content creation;medical knowledge;java;cloud computing;architecture;hospitality;hr;good communication skills,bachelor of journalism mass communication news coverage;technology;content writing;govt. job;game industry;digital marketing;social media marketing active listening;communication skills;negotiation skills;mass communication;leadership;editing;writing skills;social media marketing;content creation;medical knowledge;java;cloud computing;architecture;hospitality;hr;good communication skills,bachelor of journalism mass communication,other
be,computer engineering,technology;data analytics;data scientist,programming language skills;analytical skills;communication skills;leadership;product knowledge;problem solving skills;writing skills;data visualization skills( power bi/ tableau );machine learning skills;wealth management;presentation skills;r;python;artificial intelligence;sql;cloud computing;matlab;client management;good communication skills,be computer engineering technology;data analytics;data scientist programming language skills;analytical skills;communication skills;leadership;product knowledge;problem solving skills;writing skills;data visualization skills( power bi/ tableau );machine learning skills;wealth management;presentation skills;r;python;artificial intelligence;sql;cloud computing;matlab;client management;good communication skills,be computer engineering,software engineer
b.e,mechanical engineering,"financial analysis, social justice, trading, entrepreneurship","active listening, ml, python, critical thinking, analytic thinking, gathering informing, sql, communication skills, team work, excel","b.e mechanical engineering financial analysis, social justice, trading, entrepreneurship active listening, ml, python, critical thinking, analytic thinking, gathering informing, sql, communication skills, team work, excel",b.e mechanical engineering,engineer
b.tech,genetic engineering,"research,understand human body,biotechnology","life science molecular biology genetics;
polymerase chain reaction (pcr);
protein expression;
biochemistry
·","b.tech genetic engineering research,understand human body,biotechnology life science molecular biology genetics;
polymerase chain reaction (pcr);
protein expression;
biochemistry
·",b.tech genetic engineering,engineer
b.tech,computer science engineering,"data analytics,machine learning,cloud computing",amazon web services (aws)sql;java,"b.tech computer science engineering data analytics,machine learning,cloud computing amazon web services (aws)sql;java",b.tech computer science engineering,software engineer
mba,hospital administration,financial analysis;sales/marketing;supply chain analysis,negotiation skills;leadership;product knowledge;problem solving skills;good communication skills,mba hospital administration financial analysis;sales/marketing;supply chain analysis negotiation skills;leadership;product knowledge;problem solving skills;good communication skills,mba hospital administration,other
b.pharm,sales & marketing,sales/marketing,"people management, communication skills, negotiation skills","b.pharm sales & marketing sales/marketing people management, communication skills, negotiation skills",b.pharm sales & marketing,marketing executive
bba,management,sales/marketing;sap consultant in mm;product life cycle management,leadership;risk management skills;wealth management;client management,bba management sales/marketing;sap consultant in mm;product life cycle management leadership;risk management skills;wealth management;client management,bba management,business analyst
b.com,commerce,web designing;data analytics;game industry;digital marketing;data scientist,editing;risk management skills;designing skills;data visualization skills( power bi/ tableau );machine learning skills;r;python;sql,b.com commerce web designing;data analytics;game industry;digital marketing;data scientist editing;risk management skills;designing skills;data visualization skills( power bi/ tableau );machine learning skills;r;python;sql,b.com commerce,accountant
b.com,commerce,research;sales/marketing;teaching;technology;trading;web designing;data analytics;game industry;digital marketing;data scientist,editing;problem solving skills;risk management skills;designing skills;c++;r;python;sql,b.com commerce research;sales/marketing;teaching;technology;trading;web designing;data analytics;game industry;digital marketing;data scientist editing;problem solving skills;risk management skills;designing skills;c++;r;python;sql,b.com commerce,accountant
commercial art visual art,architecture,research,architecture,commercial art visual art architecture research architecture,commercial art visual art architecture,architect
b.tech,information technology,technology;understand human behaviour;data analytics;web development,hardware skills;programming language skills;gathering information;artistic/creative skills;java;hr,b.tech information technology technology;understand human behaviour;data analytics;web development hardware skills;programming language skills;gathering information;artistic/creative skills;java;hr,b.tech information technology,software engineer
b.com,finance,financial analysis;sports industry,accounting skills;active listening;critical thinking;analytical skills;finance related skills;mass communication;problem solving skills;risk management skills;social media marketing,b.com finance financial analysis;sports industry accounting skills;active listening;critical thinking;analytical skills;finance related skills;mass communication;problem solving skills;risk management skills;social media marketing,b.com finance,financial analyst
b.tech,civil engineering,financial analysis;govt. job;project management,project management,b.tech civil engineering financial analysis;govt. job;project management project management,b.tech civil engineering,civil engineer
b.tech,electrical and electronics engineering,"technology,entrepreneurship","creativity skills,leadership,market study, teamwork, programming","b.tech electrical and electronics engineering technology,entrepreneurship creativity skills,leadership,market study, teamwork, programming",b.tech electrical and electronics engineering,engineer
b.sc,physics,govt. job,artistic/creative skills;editing;social media marketing,b.sc physics govt. job artistic/creative skills;editing;social media marketing,b.sc physics,research scientist
b.tech,maths,financial analysis;teaching;understand human behaviour,accounting skills;business knowledge,b.tech maths financial analysis;teaching;understand human behaviour accounting skills;business knowledge,b.tech maths,other
b.tech,computer science engineering,financial analysis;game industry,active listening;programming language skills;people management;communication skills;product knowledge;linux;java,b.tech computer science engineering financial analysis;game industry active listening;programming language skills;people management;communication skills;product knowledge;linux;java,b.tech computer science engineering,software engineer
b.com,mathematics,sales/marketing;trading;understand human behaviour,artistic/creative skills;analytical skills;editing;writing skills,b.com mathematics sales/marketing;trading;understand human behaviour artistic/creative skills;analytical skills;editing;writing skills,b.com mathematics,data analyst
be,dynamics of machine,technology;trading;product life cycle management,gathering information;business knowledge;people management;communication skills;leadership;product knowledge;problem solving skills;risk management skills;client management;good communication skills,be dynamics of machine technology;trading;product life cycle management gathering information;business knowledge;people management;communication skills;leadership;product knowledge;problem solving skills;risk management skills;client management;good communication skills,be dynamics of machine,other
bca,coding,game industry;design;navy defence related,artistic/creative skills;editing;designing skills;python;good communication skills,bca coding game industry;design;navy defence related artistic/creative skills;editing;designing skills;python;good communication skills,bca coding,other
bba,business administration,market reserach;human resource,hr,bba business administration market reserach;human resource hr,bba business administration,business analyst
b.tech,instrumention engineering,entrepreneurship,writing,b.tech instrumention engineering entrepreneurship writing,b.tech instrumention engineering,engineer
b.com,accountancy & finance,financial analysis,accountancy; financial management; cost accountancy; taxation,b.com accountancy & finance financial analysis accountancy; financial management; cost accountancy; taxation,b.com accountancy & finance,accountant
b.com,marketing,news coverage;research;social justice;technology;understand human behaviour;govt. job;digital marketing,active listening;gathering information;artistic/creative skills;communication skills;negotiation skills;medical knowledge,b.com marketing news coverage;research;social justice;technology;understand human behaviour;govt. job;digital marketing active listening;gathering information;artistic/creative skills;communication skills;negotiation skills;medical knowledge,b.com marketing,marketing executive
b.tech,electrical and electronics engineering,technology;trading;data scientist,active listening;hardware skills;programming language skills;critical thinking;mass communication,b.tech electrical and electronics engineering technology;trading;data scientist active listening;hardware skills;programming language skills;critical thinking;mass communication,b.tech electrical and electronics engineering,engineer
b.tech,electrical and electronic engineering,technology;trading;govt. job;infrastructure;social causes,critical thinking;business knowledge;analytical skills;risk management skills,b.tech electrical and electronic engineering technology;trading;govt. job;infrastructure;social causes critical thinking;business knowledge;analytical skills;risk management skills,b.tech electrical and electronic engineering,engineer
b.tech,electronics and communication engineering,financial analysis;technology;data analytics,analytical skills;data visualization skills( power bi/ tableau );machine learning skills;python;sql,b.tech electronics and communication engineering financial analysis;technology;data analytics analytical skills;data visualization skills( power bi/ tableau );machine learning skills;python;sql,b.tech electronics and communication engineering,electronics and communication engineer
b.tech,electronics and communication engineering,financial analysis;technology;data analytics,active listening;programming language skills;critical thinking;business knowledge;analytical skills;communication skills;data visualization skills( power bi/ tableau );machine learning skills;python;artificial intelligence;sql,b.tech electronics and communication engineering financial analysis;technology;data analytics active listening;programming language skills;critical thinking;business knowledge;analytical skills;communication skills;data visualization skills( power bi/ tableau );machine learning skills;python;artificial intelligence;sql,b.tech electronics and communication engineering,electronics and communication engineer
b.sc,computer science engineering,"sales/marketing, technology, entrepreneurship, understand human behaviour","python, java, sql, oracle, programming, logical skills, c++, writing, sales","b.sc computer science engineering sales/marketing, technology, entrepreneurship, understand human behaviour python, java, sql, oracle, programming, logical skills, c++, writing, sales",b.sc computer science engineering,software engineer
b.tech,electronics and communication engineering,"research, technology, entrepreneurship","business knowledge, communication skills, negotiation skills, work under pressure, leadership, editing, product knowledge, team work, logical skills, interpersonal skills, presentation skills, problem solving skills, mass communication, writing, designing skills, subject knowledge","b.tech electronics and communication engineering research, technology, entrepreneurship business knowledge, communication skills, negotiation skills, work under pressure, leadership, editing, product knowledge, team work, logical skills, interpersonal skills, presentation skills, problem solving skills, mass communication, writing, designing skills, subject knowledge",b.tech electronics and communication engineering,electronics and communication engineer
b.tech,electrical and electronics engineering,software job,no,b.tech electrical and electronics engineering software job no,b.tech electrical and electronics engineering,engineer
b.e,automobile engineering,entrepreneurship,"business knowledge, sales","b.e automobile engineering entrepreneurship business knowledge, sales",b.e automobile engineering,automobile engineer
b.tech,computer science engineering,technology,programming language skills;sql;java;good communication skills,b.tech computer science engineering technology programming language skills;sql;java;good communication skills,b.tech computer science engineering,software engineer
be,electronics and communication engineering,research;social justice;teaching;technology;web designing;content writing;data analytics;game industry;data scientist;market reserach;gardening,active listening;programming language skills;critical thinking;gathering information;artistic/creative skills;business knowledge;analytical skills;people management;communication skills;negotiation skills;mass communication;leadership;editing;problem solving skills;risk management skills;designing skills;writing skills;data visualization skills( power bi/ tableau );machine learning skills;c++;presentation skills;python;sql;java;hospitality;hr;matlab;good communication skills,be electronics and communication engineering research;social justice;teaching;technology;web designing;content writing;data analytics;game industry;data scientist;market reserach;gardening active listening;programming language skills;critical thinking;gathering information;artistic/creative skills;business knowledge;analytical skills;people management;communication skills;negotiation skills;mass communication;leadership;editing;problem solving skills;risk management skills;designing skills;writing skills;data visualization skills( power bi/ tableau );machine learning skills;c++;presentation skills;python;sql;java;hospitality;hr;matlab;good communication skills,be electronics and communication engineering,electronics and communication engineer
be,electronics n telecommunication,financial analysis;data analytics,programming language skills;critical thinking;analytical skills;finance related skills;communication skills;negotiation skills;leadership;problem solving skills;designing skills;data visualization skills( power bi/ tableau );interpersonal skills;presentation skills;python;artificial intelligence;good communication skills;teaching,be electronics n telecommunication financial analysis;data analytics programming language skills;critical thinking;analytical skills;finance related skills;communication skills;negotiation skills;leadership;problem solving skills;designing skills;data visualization skills( power bi/ tableau );interpersonal skills;presentation skills;python;artificial intelligence;good communication skills;teaching,be electronics n telecommunication,telecom engineer
be,electrical and electronics engineering,technology,"sql, excel, writing, reporting, reading, building rapport, subject knowledge","be electrical and electronics engineering technology sql, excel, writing, reporting, reading, building rapport, subject knowledge",be electrical and electronics engineering,engineer
be,mechanical engineering,technology,analytical skills;leadership;product knowledge;designing skills;python,be mechanical engineering technology analytical skills;leadership;product knowledge;designing skills;python,be mechanical engineering,engineer
m.tech,computer science engineering,technology;data analytics;data scientist,programming language skills;critical thinking;analytical skills;machine learning skills;python;sql;cloud computing,m.tech computer science engineering technology;data analytics;data scientist programming language skills;critical thinking;analytical skills;machine learning skills;python;sql;cloud computing,m.tech computer science engineering,software engineer
b.tech,computer science engineering,technology;data analytics,programming language skills;analytical skills;machine learning skills;python,b.tech computer science engineering technology;data analytics programming language skills;analytical skills;machine learning skills;python,b.tech computer science engineering,software engineer
b.tech,electrical and electronics engineering,social justice;technology;understand human behaviour;data analytics;game industry,programming language skills;critical thinking;analytical skills;communication skills;writing skills;data visualization skills( power bi/ tableau );machine learning skills;c++;r;python;artificial intelligence;sql;cloud computing;matlab,b.tech electrical and electronics engineering social justice;technology;understand human behaviour;data analytics;game industry programming language skills;critical thinking;analytical skills;communication skills;writing skills;data visualization skills( power bi/ tableau );machine learning skills;c++;r;python;artificial intelligence;sql;cloud computing;matlab,b.tech electrical and electronics engineering,engineer
ballb,law,litigation & legal service,civil & criminal law,ballb law litigation & legal service civil & criminal law,ballb law,lawyer
be,mechanical engineering,technology;data analytics;data scientist;oil and gas,programming language skills;product knowledge;risk management skills;machine learning skills;python;excel,be mechanical engineering technology;data analytics;data scientist;oil and gas programming language skills;product knowledge;risk management skills;machine learning skills;python;excel,be mechanical engineering,engineer
b.tech,mechanical engineering,research;technology,cad/cae(autocad/catia/ansys/proe/seimensnx),b.tech mechanical engineering research;technology cad/cae(autocad/catia/ansys/proe/seimensnx),b.tech mechanical engineering,mechanical engineer
b.tech,mechanical engineering,technology,no,b.tech mechanical engineering technology no,b.tech mechanical engineering,mechanical engineer
b.tech,chemical engineering,industires,problem solving skills;process safety management,b.tech chemical engineering industires problem solving skills;process safety management,b.tech chemical engineering,chemical engineer
b.tech,bcom-accounting,"financial analysis,financial law",teamwork ;accounting ;business strategy; team management ;marketing; strategic planning; financial analysis ;management; consulting ;budgeting; financial modelling;financial accounting ;business development ;corporate finance; financial reporting ;financial planning ;forecasting ;financial forecasting; financial metrics;accounts receivable; back reconciliation; business planning; business management; business analysis; managerial finance; financial structuring,"b.tech bcom-accounting financial analysis,financial law teamwork ;accounting ;business strategy; team management ;marketing; strategic planning; financial analysis ;management; consulting ;budgeting; financial modelling;financial accounting ;business development ;corporate finance; financial reporting ;financial planning ;forecasting ;financial forecasting; financial metrics;accounts receivable; back reconciliation; business planning; business management; business analysis; managerial finance; financial structuring",b.tech bcom-accounting,accountant
bba,sales & marketing,"sales/marketing, trading, entrepreneurship","active listening, critical thinking, gathering informing, business knowledge, leadership, team work","bba sales & marketing sales/marketing, trading, entrepreneurship active listening, critical thinking, gathering informing, business knowledge, leadership, team work",bba sales & marketing,marketing executive
master of journalism,political science,news coverage;research;content writing;govt. job,artistic/creative skills;people management;communication skills;mass communication;editing;writing skills,master of journalism political science news coverage;research;content writing;govt. job artistic/creative skills;people management;communication skills;mass communication;editing;writing skills,master of journalism political science,civil services aspirant
bba,accountancy,financial analysis,"accounting skills, python, analytic thinking, gathering informing, business knowledge, cost accounting, sales","bba accountancy financial analysis accounting skills, python, analytic thinking, gathering informing, business knowledge, cost accounting, sales",bba accountancy,accountant
b.e,automobile engineering,"news coverage, research, sales/marketing, entrepreneurship","active listening, critical thinking, analytic thinking, gathering informing, business knowledge, people management, communication skills, negotiation skills, work under pressure, leadership, news gathering, product knowledge, cost accounting, wealth management, observation skills, risk managing","b.e automobile engineering news coverage, research, sales/marketing, entrepreneurship active listening, critical thinking, analytic thinking, gathering informing, business knowledge, people management, communication skills, negotiation skills, work under pressure, leadership, news gathering, product knowledge, cost accounting, wealth management, observation skills, risk managing",b.e automobile engineering,automobile engineer
be,automobile engineering,technology,team work,be automobile engineering technology team work,be automobile engineering,automobile engineer
bca,computer applications,"technology, entrepreneurship, understand human behaviour, understand human body","critical thinking, gathering informing, java, editing, creativity skills, team work, interpersonal skills, building rapport","bca computer applications technology, entrepreneurship, understand human behaviour, understand human body critical thinking, gathering informing, java, editing, creativity skills, team work, interpersonal skills, building rapport",bca computer applications,software developer
b.sc,agriculture,"research, teaching","python, excel, presentation skills, writing, subject knowledge","b.sc agriculture research, teaching python, excel, presentation skills, writing, subject knowledge",b.sc agriculture,agricultural officer
be,mechanical engineering,industires;design,cad/cae(autocad/catia/ansys/proe/seimensnx),be mechanical engineering industires;design cad/cae(autocad/catia/ansys/proe/seimensnx),be mechanical engineering,engineer
b.arch,architectureãš,"research, sales/marketing, understand human behaviour, architecture and construction","active listening, ai, critical thinking, gathering informing, business knowledge, people management, communication skills, negotiation skills, work under pressure, leadership, news gathering, product knowledge, designing skills, architecture and construction","b.arch architectureãš research, sales/marketing, understand human behaviour, architecture and construction active listening, ai, critical thinking, gathering informing, business knowledge, people management, communication skills, negotiation skills, work under pressure, leadership, news gathering, product knowledge, designing skills, architecture and construction",b.arch architectureãš,architect
b.sc,mathematics,financial analysis;research;technology;supply chain analysis,critical thinking;analytical skills;data visualization skills( power bi/ tableau );machine learning skills;python;artificial intelligence,b.sc mathematics financial analysis;research;technology;supply chain analysis critical thinking;analytical skills;data visualization skills( power bi/ tableau );machine learning skills;python;artificial intelligence,b.sc mathematics,data analyst
b.sc,mathematics,"financial analysis, technology","ai, ml, python, analytic thinking, tableau","b.sc mathematics financial analysis, technology ai, ml, python, analytic thinking, tableau",b.sc mathematics,data analyst
b.sc,mathematics,teaching;data analytics,programming language skills;analytical skills;artificial intelligence;sql,b.sc mathematics teaching;data analytics programming language skills;analytical skills;artificial intelligence;sql,b.sc mathematics,data analyst
b.tech,mechanical engineering,technology,"sql, oracle, work under pressure, leadership, editing, cost accounting, creativity skills, market study, team work, excel, linux, ccna","b.tech mechanical engineering technology sql, oracle, work under pressure, leadership, editing, cost accounting, creativity skills, market study, team work, excel, linux, ccna",b.tech mechanical engineering,mechanical engineer
ba,political science,"financial analysis, sales/marketing, trading","accounting skills, gathering informing, business knowledge, people management","ba political science financial analysis, sales/marketing, trading accounting skills, gathering informing, business knowledge, people management",ba political science,civil services aspirant
b.tech,mechanical engineering,technology,"analytic thinking, negotiation skills, team work","b.tech mechanical engineering technology analytic thinking, negotiation skills, team work",b.tech mechanical engineering,mechanical engineer
be,mechanical engineering,financial analysis;data analytics;data scientist,active listening;programming language skills;business knowledge;analytical skills;product knowledge;data visualization skills( power bi/ tableau );machine learning skills;python;artificial intelligence;sql;java,be mechanical engineering financial analysis;data analytics;data scientist active listening;programming language skills;business knowledge;analytical skills;product knowledge;data visualization skills( power bi/ tableau );machine learning skills;python;artificial intelligence;sql;java,be mechanical engineering,engineer
b.com,information technology,technology,"communication skills, negotiation skills, leadership, excel, microsoft windows, networking basic, computer hardware, l3 printer","b.com information technology technology communication skills, negotiation skills, leadership, excel, microsoft windows, networking basic, computer hardware, l3 printer",b.com information technology,software engineer
b.com,accounts,financial analysis;sales/marketing;data analytics,accounting skills;active listening;gathering information;business knowledge;people management;leadership;editing;problem solving skills;data visualization skills( power bi/ tableau );sql;client management,b.com accounts financial analysis;sales/marketing;data analytics accounting skills;active listening;gathering information;business knowledge;people management;leadership;editing;problem solving skills;data visualization skills( power bi/ tableau );sql;client management,b.com accounts,accountant
b.tech,electrical and electronics engineering,technology;govt. job;web development;service;information technology,programming language skills;problem solving skills;sql;java;good communication skills,b.tech electrical and electronics engineering technology;govt. job;web development;service;information technology programming language skills;problem solving skills;sql;java;good communication skills,b.tech electrical and electronics engineering,engineer
mba,human resources,research;sales/marketing;teaching;technology;trading;digital marketing;market reserach;compering,active listening;hardware skills;programming language skills;analytical skills;people management;hr,mba human resources research;sales/marketing;teaching;technology;trading;digital marketing;market reserach;compering active listening;hardware skills;programming language skills;analytical skills;people management;hr,mba human resources,hr executive
b.tech,electronics and communication engineering,web designing;digital marketing;industires;design;blockchain,programming language skills;critical thinking;leadership;machine learning skills;matlab,b.tech electronics and communication engineering web designing;digital marketing;industires;design;blockchain programming language skills;critical thinking;leadership;machine learning skills;matlab,b.tech electronics and communication engineering,electronics and communication engineer
b.tech,civil engineering,data analyst,"creativity skills, programming, teamwork, analytical skills, excel, presentation skills","b.tech civil engineering data analyst creativity skills, programming, teamwork, analytical skills, excel, presentation skills",b.tech civil engineering,civil engineer
be,electronics and communication engineering,content writing;game industry;digital marketing;market reserach,active listening;critical thinking;problem solving skills;writing skills;teaching,be electronics and communication engineering content writing;game industry;digital marketing;market reserach active listening;critical thinking;problem solving skills;writing skills;teaching,be electronics and communication engineering,electronics and communication engineer
b.tech,electronics and communication engineering,data analytics,"c, python, javascript","b.tech electronics and communication engineering data analytics c, python, javascript",b.tech electronics and communication engineering,electronics and communication engineer
b.tech,mathematics,data analytics,programming language skills,b.tech mathematics data analytics programming language skills,b.tech mathematics,data analyst
